sentence_id,event_id,event,verb_start_byte,verb_end_byte,verb_start_byte_text,verb_end_byte_text,coref_id,arg_start_byte_sentence,arg_end_byte_sentence,arg_start_byte_text,arg_end_byte_text,adobj_start_bytes,adobj_end_bytes,adobj_start_bytes_text,adobj_end_bytes_text,supersense_category,temporal_rank,argument,name,name_mentions,pronoun_mentions,total_mentions,gender,gender_certainty,importance
36,0,answered,8,16,3116,3124,10,19.0,63.0,3127.0,3171.0,,,,,verb.communication,65,direct_object,The Triton,5.0,5.0,10.0,male,1.0,tertiary
36,1,wanted,30,36,3138,3144,8,37.0,47.0,3145.0,3155.0,,,,,verb.emotion,64,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
36,2,slay,40,44,3148,3152,8,45.0,47.0,3153.0,3155.0,,,,,verb.contact,66,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
36,3,killed,53,59,3161,3167,10,60.0,63.0,3168.0,3171.0,,,,,verb.contact,67,direct_object,The Triton,5.0,5.0,10.0,male,1.0,tertiary
38,0,assailed,16,24,3220,3228,8,25.0,28.0,3229.0,3232.0,,,,,verb.contact,68,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
38,0,assailed,16,24,3220,3228,48,25.0,28.0,3229.0,3232.0,,,,,verb.contact,68,direct_object,The dragon,12.0,10.0,22.0,male,1.0,tertiary
39,0,said,12,16,3263,3267,8,19.0,54.0,3270.0,3305.0,,,,,verb.communication,70,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
39,0,said,12,16,3263,3267,48,19.0,54.0,3270.0,3305.0,,,,,verb.communication,70,direct_object,The dragon,12.0,10.0,22.0,male,1.0,tertiary
39,1,tell,19,23,3270,3274,8,24.0,26.0,3275.0,3277.0,,,,,verb.communication,69,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
39,1,tell,19,23,3270,3274,48,24.0,26.0,3275.0,3277.0,,,,,verb.communication,69,direct_object,The dragon,12.0,10.0,22.0,male,1.0,tertiary
42,1,rouse,13,18,3419,3424,8,19.0,27.0,3425.0,3433.0,,,,,verb.communication,71,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
42,3,skin,58,62,3464,3468,8,63.0,66.0,3469.0,3472.0,68.0,112.0,3474.0,3518.0,verb.contact,72,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
44,0,cast,12,16,3605,3609,8,17.0,34.0,3610.0,3627.0,35.0,130.0,3628.0,3723.0,verb.contact,76,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
44,2,cast,93,97,3686,3690,50,98.0,114.0,3691.0,3707.0,,,,,verb.creation,77,direct_object,the dragon - youth,1.0,0.0,1.0,unknown,0.0,tertiary
44,2,cast,93,97,3686,3690,8,98.0,114.0,3691.0,3707.0,,,,,verb.creation,77,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
45,0,took,13,17,3738,3742,8,18.0,28.0,3743.0,3753.0,29.0,35.0,3754.0,3760.0,verb.contact,78,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
45,1,struck,40,46,3765,3771,8,47.0,50.0,3772.0,3775.0,51.0,164.0,3776.0,3889.0,verb.contact,79,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
45,3,reveal,94,100,3819,3825,8,101.0,108.0,3826.0,3833.0,109.0,144.0,3834.0,3869.0,verb.perception,80,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
46,1,said,20,24,3911,3915,8,27.0,79.0,3918.0,3970.0,,,,,verb.communication,83,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
46,1,said,20,24,3911,3915,168,27.0,79.0,3918.0,3970.0,,,,,verb.communication,83,direct_object,dragon - sinews make good cords,1.0,0.0,1.0,unknown,0.0,tertiary
46,3,heard,34,39,3925,3930,168,40.0,79.0,3931.0,3970.0,,,,,verb.cognition,82,direct_object,dragon - sinews make good cords,1.0,0.0,1.0,unknown,0.0,tertiary
46,4,tell,40,44,3931,3935,168,45.0,79.0,3936.0,3970.0,,,,,verb.communication,84,direct_object,dragon - sinews make good cords,1.0,0.0,1.0,unknown,0.0,tertiary
47,2,bring,24,29,3996,4001,8,30.0,32.0,4002.0,4004.0,,,,,verb.motion,86,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
47,2,bring,24,29,3996,4001,169,30.0,32.0,4002.0,4004.0,,,,,verb.motion,86,direct_object,Notscha's father,1.0,2.0,3.0,male,1.0,tertiary
47,4,tie,58,61,4030,4033,169,62.0,71.0,4034.0,4043.0,,,,,verb.contact,88,direct_object,Notscha's father,1.0,2.0,3.0,male,1.0,tertiary
49,1,hastened,51,59,4182,4190,5,60.0,88.0,4191.0,4219.0,,,,,verb.motion,89,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
49,1,hastened,51,59,4182,4190,53,60.0,88.0,4191.0,4219.0,,,,,verb.motion,89,direct_object,Notscha 's father,1.0,0.0,1.0,male,1.0,tertiary
49,1,hastened,51,59,4182,4190,8,60.0,88.0,4191.0,4219.0,,,,,verb.motion,89,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
49,2,demanded,93,101,4224,4232,5,102.0,137.0,4233.0,4268.0,,,,,verb.communication,91,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
49,2,demanded,93,101,4224,4232,8,102.0,137.0,4233.0,4268.0,,,,,verb.communication,91,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
50,0,replied,13,20,4283,4290,5,22.0,121.0,4292.0,4391.0,,,,,verb.communication,92,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
50,0,replied,13,20,4283,4290,8,22.0,121.0,4292.0,4391.0,,,,,verb.communication,92,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
50,0,replied,13,20,4283,4290,170,22.0,121.0,4292.0,4391.0,,,,,verb.communication,92,direct_object,General Li Dsing's boy,1.0,0.0,1.0,male,1.0,tertiary
53,0,threatened,3,13,4622,4632,5,14.0,59.0,4633.0,4678.0,,,,,verb.communication,94,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
53,0,threatened,3,13,4622,4632,56,14.0,59.0,4633.0,4678.0,,,,,verb.communication,94,direct_object,the Ruler of the Heaven,1.0,0.0,1.0,unknown,0.0,tertiary
53,1,report,17,23,4636,4642,5,24.0,59.0,4643.0,4678.0,,,,,verb.communication,95,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
53,1,report,17,23,4636,4642,56,24.0,59.0,4643.0,4678.0,,,,,verb.communication,95,direct_object,the Ruler of the Heaven,1.0,0.0,1.0,unknown,0.0,tertiary
54,1,told,33,37,4755,4759,26,38.0,46.0,4760.0,4768.0,,,,,verb.communication,98,direct_object,General Li Dsing's wife,2.0,0.0,2.0,female,1.0,tertiary
54,1,told,33,37,4755,4759,5,38.0,46.0,4760.0,4768.0,,,,,verb.communication,98,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
55,0,came,18,22,4830,4834,59,23.0,30.0,4835.0,4842.0,,,,,verb.motion,100,direct_object,both,1.0,1.0,2.0,group/nonbinary,1.0,tertiary
55,1,said,35,39,4847,4851,171,42.0,57.0,4854.0,4869.0,,,,,verb.communication,102,direct_object,Father,1.0,4.0,5.0,male,1.0,tertiary
57,1,said,21,25,4974,4978,8,26.0,59.0,4979.0,5012.0,,,,,verb.communication,103,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
58,0,came,3,7,5017,5021,60,8.0,34.0,5022.0,5048.0,,,,,verb.motion,106,direct_object,Notscha's Master,7.0,5.0,12.0,male,1.0,tertiary
58,0,came,3,7,5017,5021,8,8.0,34.0,5022.0,5048.0,,,,,verb.motion,106,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
58,1,told,39,43,5053,5057,60,44.0,47.0,5058.0,5061.0,,,,,verb.communication,107,direct_object,Notscha's Master,7.0,5.0,12.0,male,1.0,tertiary
59,0,said,11,15,5089,5093,8,18.0,95.0,5096.0,5173.0,,,,,verb.communication,108,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
59,0,said,11,15,5089,5093,48,18.0,95.0,5096.0,5173.0,,,,,verb.communication,108,direct_object,The dragon,12.0,10.0,22.0,male,1.0,tertiary
59,3,prevent,56,63,5134,5141,48,64.0,67.0,5142.0,5145.0,,,,,verb.social,110,direct_object,The dragon,12.0,10.0,22.0,male,1.0,tertiary
59,3,prevent,56,63,5134,5141,8,64.0,67.0,5142.0,5145.0,,,,,verb.social,110,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
59,4,accusing,73,81,5151,5159,8,82.0,85.0,5160.0,5163.0,,,,,verb.communication,109,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
60,1,found,36,41,5212,5217,8,42.0,112.0,5218.0,5288.0,,,,,verb.perception,113,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
60,1,found,36,41,5212,5217,48,42.0,112.0,5218.0,5288.0,,,,,verb.perception,113,direct_object,The dragon,12.0,10.0,22.0,male,1.0,tertiary
64,3,began,109,114,5552,5557,60,115.0,132.0,5558.0,5575.0,,,,,verb.change,115,direct_object,Notscha's Master,7.0,5.0,12.0,male,1.0,tertiary
64,4,pitch,118,123,5561,5566,60,124.0,132.0,5567.0,5575.0,,,,,verb.contact,116,direct_object,Notscha's Master,7.0,5.0,12.0,male,1.0,tertiary
66,3,care,66,70,5676,5680,175,71.0,92.0,5681.0,5702.0,,,,,verb.emotion,121,direct_object,the old worm,1.0,2.0,3.0,male,1.0,tertiary
68,0,began,24,29,5768,5773,8,30.0,159.0,5774.0,5903.0,,,,,verb.change,122,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
68,0,began,24,29,5768,5773,48,30.0,159.0,5774.0,5903.0,,,,,verb.change,122,direct_object,The dragon,12.0,10.0,22.0,male,1.0,tertiary
70,1,promise,20,27,5994,6001,38,28.0,35.0,6002.0,6009.0,,,,,verb.communication,125,direct_object,,,,,,,
70,1,promise,20,27,5994,6001,8,28.0,35.0,6002.0,6009.0,,,,,verb.communication,125,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
70,3,complain,54,62,6028,6036,8,63.0,69.0,6037.0,6043.0,,,,,verb.communication,126,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
70,5,let,95,98,6069,6072,8,99.0,105.0,6073.0,6079.0,,,,,verb.contact,127,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
71,1,turn,27,31,6108,6112,48,32.0,39.0,6113.0,6120.0,,,,,verb.change,128,direct_object,The dragon,12.0,10.0,22.0,male,1.0,tertiary
71,1,turn,27,31,6108,6112,8,32.0,39.0,6113.0,6120.0,,,,,verb.change,128,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
71,2,put,81,84,6162,6165,8,85.0,100.0,6166.0,6181.0,,,,,verb.contact,130,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
72,1,drawn,21,26,6232,6237,8,27.0,43.0,6238.0,6254.0,,,,,verb.contact,131,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
73,0,swore,16,21,6316,6321,5,22.0,113.0,6322.0,6413.0,,,,,verb.communication,132,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
73,0,swore,16,21,6316,6321,48,22.0,113.0,6322.0,6413.0,,,,,verb.communication,132,direct_object,The dragon,12.0,10.0,22.0,male,1.0,tertiary
73,2,punish,36,42,6336,6342,5,43.0,51.0,6343.0,6351.0,52.0,72.0,6352.0,6372.0,verb.social,134,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
75,0,sent,27,31,6490,6494,44,32.0,35.0,6495.0,6498.0,61.0,94.0,6524.0,6557.0,verb.motion,135,direct_object,the Dragon - King's son,2.0,1.0,3.0,male,1.0,tertiary
76,1,went,24,28,6583,6587,60,29.0,42.0,6588.0,6601.0,44.0,106.0,6603.0,6665.0,verb.motion,137,direct_object,Notscha's Master,7.0,5.0,12.0,male,1.0,tertiary
76,1,went,24,28,6583,6587,8,29.0,42.0,6588.0,6601.0,44.0,106.0,6603.0,6665.0,verb.motion,137,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
76,2,ask,56,59,6615,6618,60,60.0,63.0,6619.0,6622.0,,,,,verb.communication,138,direct_object,Notscha's Master,7.0,5.0,12.0,male,1.0,tertiary
76,2,ask,56,59,6615,6618,48,60.0,63.0,6619.0,6622.0,,,,,verb.communication,138,direct_object,The dragon,12.0,10.0,22.0,male,1.0,tertiary
77,0,advised,11,18,6678,6685,8,19.0,22.0,6686.0,6689.0,,,,,verb.communication,141,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
78,3,bound,66,71,6784,6789,8,72.0,83.0,6790.0,6801.0,85.0,131.0,6803.0,6849.0,verb.contact,143,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
78,3,bound,66,71,6784,6789,85,72.0,83.0,6790.0,6801.0,85.0,131.0,6803.0,6849.0,verb.contact,143,direct_object,Notscha's parents,1.0,1.0,2.0,group/nonbinary,1.0,tertiary
78,4,punish,120,126,6838,6844,85,127.0,131.0,6845.0,6849.0,,,,,verb.social,144,direct_object,Notscha's parents,1.0,1.0,2.0,group/nonbinary,1.0,tertiary
79,3,take,52,56,6903,6907,8,57.0,86.0,6908.0,6937.0,87.0,96.0,6938.0,6947.0,verb.cognition,147,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
83,0,said,0,4,7041,7045,48,5.0,15.0,7046.0,7056.0,,,,,verb.communication,148,direct_object,The dragon,12.0,10.0,22.0,male,1.0,tertiary
84,1,destroy,24,31,7082,7089,48,32.0,38.0,7090.0,7096.0,,,,,verb.contact,150,direct_object,The dragon,12.0,10.0,22.0,male,1.0,tertiary
86,0,buried,24,30,7172,7178,8,31.0,34.0,7179.0,7182.0,,,,,verb.contact,149,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
88,1,said,18,22,7348,7352,8,23.0,28.0,7353.0,7358.0,,,,,verb.communication,155,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
88,1,said,18,22,7348,7352,177,23.0,28.0,7353.0,7358.0,,,,,verb.communication,155,direct_object,Notscha's mother,1.0,0.0,1.0,female,1.0,tertiary
91,3,have,95,99,7600,7604,181,100.0,112.0,7605.0,7617.0,,,,,verb.possession,159,direct_object,a human body,1.0,0.0,1.0,unknown,0.0,tertiary
92,1,gave,47,51,7667,7671,90,52.0,55.0,7672.0,7675.0,,,,,verb.possession,160,direct_object,Notscha's mother,1.0,4.0,5.0,female,1.0,tertiary
93,1,told,33,37,7752,7756,5,38.0,41.0,7757.0,7760.0,,,,,verb.communication,163,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
94,0,serves,4,10,7775,7781,182,11.0,33.0,7782.0,7804.0,,,,,verb.social,164,direct_object,the accursed boy,1.0,1.0,2.0,male,1.0,tertiary
95,3,appears,53,60,7875,7882,8,61.0,67.0,7883.0,7889.0,68.0,77.0,7890.0,7899.0,verb.perception,165,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
96,1,pay,9,12,7910,7913,8,13.0,25.0,7914.0,7926.0,,,,,verb.cognition,166,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
97,2,closed,83,89,8019,8025,91,90.0,98.0,8026.0,8034.0,,,,,verb.contact,168,direct_object,The woman,1.0,4.0,5.0,female,1.0,tertiary
98,1,left,21,25,8102,8106,91,26.0,39.0,8107.0,8120.0,,,,,verb.cognition,171,direct_object,The woman,1.0,4.0,5.0,female,1.0,tertiary
103,1,saw,98,101,8467,8470,95,102.0,165.0,8471.0,8534.0,,,,,verb.perception,177,direct_object,the people,2.0,1.0,3.0,unknown,0.0,tertiary
105,1,performs,22,30,8614,8622,94,31.0,95.0,8623.0,8687.0,,,,,verb.creation,178,direct_object,people,2.0,0.0,2.0,unknown,0.0,tertiary
105,1,performs,22,30,8614,8622,8,31.0,95.0,8623.0,8687.0,,,,,verb.creation,178,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
105,3,honor,86,91,8678,8683,8,92.0,95.0,8684.0,8687.0,,,,,verb.social,181,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
107,0,asked,0,5,8718,8723,5,6.0,14.0,8724.0,8732.0,,,,,verb.communication,182,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
108,1,dare,13,17,8747,8751,5,18.0,50.0,8752.0,8784.0,,,,,verb.social,183,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
108,1,dare,13,17,8747,8751,98,18.0,50.0,8752.0,8784.0,,,,,verb.social,183,direct_object,the god,1.0,1.0,2.0,unknown,0.0,tertiary
110,0,spurred,3,10,8815,8822,5,11.0,32.0,8823.0,8844.0,,,,,verb.motion,186,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
112,0,said,9,13,9014,9018,8,16.0,75.0,9021.0,9080.0,,,,,verb.communication,188,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
112,0,said,9,13,9014,9018,187,16.0,75.0,9021.0,9080.0,,,,,verb.communication,188,direct_object,Notscha's parents,2.0,0.0,2.0,unknown,0.0,tertiary
112,2,brought,41,48,9046,9053,8,49.0,59.0,9054.0,9064.0,,,,,verb.contact,187,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
112,2,brought,41,48,9046,9053,187,49.0,59.0,9054.0,9064.0,,,,,verb.contact,187,direct_object,Notscha's parents,2.0,0.0,2.0,unknown,0.0,tertiary
113,1,deceive,26,33,9108,9115,95,34.0,44.0,9116.0,9126.0,,,,,verb.social,189,direct_object,the people,2.0,1.0,3.0,unknown,0.0,tertiary
115,1,beat,41,45,9188,9192,8,46.0,75.0,9193.0,9222.0,,,,,verb.contact,190,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
118,1,found,20,25,9406,9411,8,26.0,46.0,9412.0,9432.0,,,,,verb.perception,194,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
119,0,gave,28,32,9461,9465,5,33.0,36.0,9466.0,9469.0,,,,,verb.possession,195,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
120,0,hurried,8,15,9491,9498,60,16.0,29.0,9499.0,9512.0,,,,,verb.motion,196,direct_object,Notscha's Master,7.0,5.0,12.0,male,1.0,tertiary
120,0,hurried,8,15,9491,9498,8,16.0,29.0,9499.0,9512.0,,,,,verb.motion,196,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
120,1,related,34,41,9517,9524,8,42.0,74.0,9525.0,9557.0,,,,,verb.communication,198,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
120,3,befallen,62,70,9545,9553,8,71.0,74.0,9554.0,9557.0,,,,,verb.motion,197,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
121,2,said,26,30,9585,9589,5,33.0,55.0,9592.0,9614.0,,,,,verb.communication,202,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
123,1,withdraw,14,22,9718,9726,8,23.0,31.0,9727.0,9735.0,,,,,verb.possession,201,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
124,2,enclosed,78,86,9845,9853,8,87.0,106.0,9854.0,9873.0,,,,,verb.change,204,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
127,0,flung,3,8,10030,10035,8,9.0,16.0,10036.0,10043.0,22.0,39.0,10049.0,10066.0,verb.contact,206,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
127,1,thanked,44,51,10071,10078,60,52.0,55.0,10079.0,10082.0,,,,,verb.communication,209,direct_object,Notscha's Master,7.0,5.0,12.0,male,1.0,tertiary
128,0,bestowed,11,19,10095,10103,8,20.0,28.0,10104.0,10112.0,,,,,verb.consumption,208,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
130,0,gave,16,20,10321,10325,8,21.0,24.0,10326.0,10329.0,,,,,verb.possession,212,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
131,1,determined,16,26,10418,10428,5,27.0,45.0,10429.0,10447.0,,,,,verb.cognition,211,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
131,2,punish,30,36,10432,10438,5,37.0,45.0,10439.0,10447.0,,,,,verb.social,213,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
132,0,taking,0,6,10449,10455,8,7.0,16.0,10456.0,10465.0,,,,,verb.cognition,215,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
132,4,thundering,68,78,10517,10527,5,107.0,129.0,10556.0,10578.0,,,,,verb.motion,216,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
133,1,withstand,25,34,10605,10614,8,35.0,38.0,10615.0,10618.0,,,,,verb.competition,217,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
134,1,came,88,92,10717,10721,8,93.0,136.0,10722.0,10765.0,,,,,verb.motion,219,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
134,1,came,88,92,10717,10721,12,93.0,136.0,10722.0,10765.0,,,,,verb.motion,219,direct_object,the White Crane,1.0,0.0,1.0,unknown,0.0,tertiary
137,0,rushed,25,31,10889,10895,5,32.0,54.0,10896.0,10918.0,,,,,verb.motion,222,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
139,0,insisted,20,28,11124,11132,5,29.0,59.0,11133.0,11163.0,,,,,verb.communication,225,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
140,0,said,15,19,11179,11183,8,22.0,111.0,11186.0,11275.0,,,,,verb.communication,227,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
140,2,indulge,40,47,11204,11211,8,48.0,64.0,11212.0,11228.0,94.0,111.0,11258.0,11275.0,verb.social,226,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
141,0,turned,43,49,11321,11327,5,50.0,65.0,11328.0,11343.0,,,,,verb.motion,228,direct_object,General Li Dsing,29.0,32.0,61.0,male,1.0,tertiary
141,0,turned,43,49,11321,11327,8,50.0,65.0,11328.0,11343.0,,,,,verb.motion,228,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
144,2,found,52,57,11666,11671,8,58.0,116.0,11672.0,11730.0,118.0,149.0,,,verb.perception,233,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
145,0,called,14,20,11779,11785,6,21.0,29.0,11786.0,11794.0,30.0,36.0,11795.0,11801.0,verb.communication,235,direct_object,Gintscha,3.0,0.0,3.0,unknown,0.0,tertiary
145,1,ordered,41,48,11806,11813,8,49.0,52.0,11814.0,11817.0,,,,,verb.communication,236,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
145,1,ordered,41,48,11806,11813,125,49.0,52.0,11814.0,11817.0,,,,,verb.communication,236,direct_object,Notscha's unruly brother,1.0,0.0,1.0,male,1.0,tertiary
145,2,give,56,60,11821,11825,8,61.0,79.0,11826.0,11844.0,,,,,verb.communication,237,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
145,2,give,56,60,11821,11825,125,61.0,79.0,11826.0,11844.0,,,,,verb.communication,237,direct_object,Notscha's unruly brother,1.0,0.0,1.0,male,1.0,tertiary
146,4,grinding,59,67,11922,11930,8,68.0,77.0,11931.0,11940.0,,,,,verb.body,239,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
147,0,saw,20,23,11962,11965,126,24.0,49.0,11966.0,11991.0,,,,,verb.perception,240,direct_object,the Great One floating by,1.0,0.0,1.0,unknown,0.0,tertiary
147,3,save,75,79,12017,12021,8,80.0,82.0,12022.0,12024.0,84.0,92.0,,,verb.social,241,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
148,1,notice,23,29,12060,12066,8,30.0,33.0,12067.0,12070.0,,,,,verb.perception,242,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
149,1,thanked,33,40,12104,12111,13,41.0,50.0,12112.0,12121.0,,,,,verb.communication,245,direct_object,Wen Dschu,5.0,0.0,5.0,unknown,0.0,tertiary
149,1,thanked,33,40,12104,12111,38,41.0,50.0,12112.0,12121.0,,,,,verb.communication,245,direct_object,,,,,,,
149,1,thanked,33,40,12104,12111,8,41.0,50.0,12112.0,12121.0,,,,,verb.communication,245,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
149,3,given,86,91,12157,12162,8,92.0,99.0,12163.0,12170.0,,,,,verb.possession,244,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
150,0,called,13,19,12185,12191,8,20.0,27.0,12192.0,12199.0,,,,,verb.communication,246,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
150,1,ordered,43,50,12215,12222,8,51.0,54.0,12223.0,12226.0,,,,,verb.communication,247,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
150,1,ordered,43,50,12215,12222,78,51.0,54.0,12223.0,12226.0,,,,,verb.communication,247,direct_object,Notscha's father,4.0,1.0,5.0,male,1.0,tertiary
150,3,reconciled,61,71,12233,12243,8,72.0,85.0,12244.0,12257.0,,,,,verb.social,248,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
150,3,reconciled,61,71,12233,12243,78,72.0,85.0,12244.0,12257.0,,,,,verb.social,248,direct_object,Notscha's father,4.0,1.0,5.0,male,1.0,tertiary
152,2,renewed,67,74,12393,12400,8,75.0,100.0,12401.0,12426.0,,,,,verb.change,250,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
152,2,renewed,67,74,12393,12400,78,75.0,100.0,12401.0,12426.0,,,,,verb.change,250,direct_object,Notscha's father,4.0,1.0,5.0,male,1.0,tertiary
153,3,defend,73,79,12501,12507,38,80.0,90.0,12508.0,12518.0,,,,,verb.competition,251,direct_object,,,,,,,
155,0,attempted,13,22,12595,12604,8,23.0,41.0,12605.0,12623.0,,,,,verb.social,252,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
155,1,raised,45,51,12627,12633,8,52.0,59.0,12634.0,12641.0,,,,,verb.motion,253,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
156,0,placed,23,29,12748,12754,8,30.0,44.0,12755.0,12769.0,,,,,verb.contact,254,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
156,2,burned,92,98,12817,12823,8,99.0,106.0,12824.0,12831.0,107.0,140.0,12832.0,12865.0,verb.change,255,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
157,1,promise,15,22,12882,12889,8,23.0,91.0,12890.0,12958.0,,,,,verb.communication,257,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
157,1,promise,15,22,12882,12889,78,23.0,91.0,12890.0,12958.0,,,,,verb.communication,257,direct_object,Notscha's father,4.0,1.0,5.0,male,1.0,tertiary
157,2,beg,26,29,12893,12896,8,30.0,54.0,12897.0,12921.0,,,,,verb.communication,258,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
157,2,beg,26,29,12893,12896,78,30.0,54.0,12897.0,12921.0,,,,,verb.communication,258,direct_object,Notscha's father,4.0,1.0,5.0,male,1.0,tertiary
157,3,obey,69,73,12936,12940,78,74.0,77.0,12941.0,12944.0,78.0,91.0,12945.0,12958.0,verb.social,259,direct_object,Notscha's father,4.0,1.0,5.0,male,1.0,tertiary
158,1,promised,16,24,12976,12984,137,25.0,37.0,12985.0,12997.0,,,,,verb.communication,260,direct_object,the Buddha,1.0,1.0,2.0,male,1.0,tertiary
158,3,let,49,52,13009,13012,8,53.0,74.0,13013.0,13034.0,75.0,80.0,13035.0,13040.0,verb.social,261,direct_object,Notscha,57.0,176.0,233.0,male,1.0,primary
